,Vehicle ID,Frame Id,Lane Id,LocalY,Mean Speed,Mean Acceleration,Vehicle Length,Vehicle Class Id,Follower Id,Leader Id,LocalY_leader,Mean Speed_leader,Vehicle Length_leader,Driving Regime
12504,46.0,547.0,7.0,101.45757,16.36435,0.0,5.1212,2.0,-1.0,-1.0,,,,F
12505,46.0,548.0,7.0,103.0855,16.2793,-0.85046,5.1212,2.0,-1.0,-1.0,,,,F
12506,46.0,549.0,7.0,104.71391,16.28414,0.0484,5.1212,2.0,-1.0,-1.0,,,,F
12507,46.0,550.0,7.0,106.34401,16.30095,0.16809,5.1212,2.0,-1.0,-1.0,,,,A
12508,46.0,551.0,7.0,107.97757,16.33561,0.34661,5.1212,2.0,-1.0,-1.0,,,,A
12509,46.0,552.0,7.0,109.61652,16.38951,0.53894,5.1212,2.0,-1.0,-1.0,,,,A
12510,46.0,553.0,7.0,111.26239,16.45867,0.69157,5.1212,2.0,-1.0,-1.0,,,,A
12511,46.0,554.0,7.0,112.91569,16.53306,0.74394,5.1212,2.0,-1.0,-1.0,,,,A
12512,46.0,555.0,7.0,114.57532,16.59627,0.63212,5.1212,2.0,-1.0,-1.0,,,,F
12513,46.0,556.0,7.0,116.23806,16.62744,0.31173,5.1212,2.0,-1.0,-1.0,,,,F
12514,46.0,557.0,7.0,117.89897,16.60908,-0.18364,5.1212,2.0,-1.0,-1.0,,,,D
12515,46.0,558.0,7.0,119.5529,16.53927,-0.69812,5.1212,2.0,-1.0,-1.0,,,,D
12516,46.0,559.0,7.0,121.19649,16.43591,-1.03362,5.1212,2.0,-1.0,-1.0,,,,D
12517,46.0,560.0,7.0,122.82901,16.32521,-1.10692,5.1212,2.0,-1.0,-1.0,,,,D
12518,46.0,561.0,7.0,124.45164,16.2263,-0.98912,5.1212,2.0,-1.0,-1.0,,,,D
12519,46.0,562.0,7.0,126.06614,16.14503,-0.81273,5.1212,2.0,-1.0,-1.0,,,,D
12520,46.0,563.0,7.0,127.6738,16.07656,-0.68469,5.1212,2.0,-1.0,-1.0,,,,D
12521,46.0,564.0,7.0,129.27494,16.01141,-0.65149,5.1212,2.0,-1.0,-1.0,,,,D
12522,46.0,565.0,7.0,130.86905,15.94115,-0.70261,5.1212,2.0,-1.0,-1.0,,,,D
12523,46.0,566.0,7.0,132.45521,15.86153,-0.79621,5.1212,2.0,-1.0,-1.0,,,,D
12524,46.0,567.0,7.0,134.03257,15.77358,-0.87945,5.1212,2.0,-1.0,-1.0,,,,D
12525,46.0,568.0,7.0,135.60097,15.68407,-0.89509,5.1212,2.0,-1.0,-1.0,,,,D
12526,46.0,569.0,7.0,137.16152,15.60546,-0.78615,5.1212,2.0,-1.0,-1.0,,,,F
12527,46.0,570.0,7.0,138.7169,15.55386,-0.51593,5.1212,2.0,-1.0,-1.0,,,,F
12528,46.0,571.0,7.0,140.2711,15.54195,-0.11913,5.1212,2.0,-1.0,-1.0,,,,F
12529,46.0,572.0,7.0,141.82784,15.56741,0.2546,5.1212,2.0,-1.0,-1.0,,,,F
12530,46.0,573.0,7.0,143.3886,15.60761,0.402,5.1212,2.0,-1.0,-1.0,,,,F
